abbr,id,group,criterion,act_rule,element_n,selector,accessible_name,src_or_href,programmatic_context,warning,outcome_TOFILL,justification_TOFILL
HKUST,58,mundo,1.1.1,qt1vmo,14,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST ranks #33 worldwide in QS World University Rankings 2027,ites/default/files/2026-06/QS%20-%20Web%20Banner%20Jun%202027_EN_0.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,15,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Hosts ,https://hkust.edu.hk/sites/default/files/2026-09/FUYY%20-%20EN.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,16,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Impact Ratings 2026,t/files/2026-06/Social%20-%20THE%20SIR%202026%201920%20x%201080-EN.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,17,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Charts a Roadmap for Agentic 7G AI-Powered Wireless Networks,https://hkust.edu.hk/sites/default/files/2026-09/7G%20-%20EN.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,18,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST-Nurtured Startups Triumph at the HICOOL 2026 Global Entrepreneur Summit and Entrepreneurship Competition,https://hkust.edu.hk/sites/default/files/2026-08/HICOOL%20-%20EN.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,19,div.home-slider__slide > div.home-slider__slide--background > picture > img,https://hkust.edu.hk/news/hkust-receives-governments-approval-establishing-new-medical-school,27s%20Approval%20for%20Establishing%20a%20New%20Medical%20School_0.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,20,div.home-slider__slide > div.home-slider__slide--background > picture > img,Times Higher Education Global Employability University Ranking 2026,//hkust.edu.hk/sites/default/files/2025-11/QS%20Oct%20-%204%20EN_0.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,21,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Commences Preparations for NEW MEDICAL SCHOOL,https://hkust.edu.hk/sites/default/files/2025-11/NMS%203%20-%20EN.jpg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,22,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,HKUST Launches Mandatory AI Common Core Program to Nurture Future Leaders Comprehensive Scholarships to Attract Top Tale,tyles/hkust_home_news/public/news/30887/Photo%201_10.jpg?itok=c3rFM8pL,,,,
HKUST,58,mundo,1.1.1,qt1vmo,23,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,HKUST-Nurtured Startups Triumph at the HICOOL 2026 Global Entrepreneur Summit and Entrepreneurship Competition,tyles/hkust_home_news/public/news/30923/Photo%201_13.jpg?itok=kf6AK6UP,,,,
HKUST,58,mundo,1.1.1,qt1vmo,24,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,"HKUST Tops Hong Kong Universities with More Than 1,000 HKPFS Recipients",styles/hkust_home_news/public/news/30933/Photo%201_2.jpg?itok=Thp3kLKf,,,,
HKUST,58,mundo,1.1.1,qt1vmo,25,div.home-ranking > div.home-ranking__wrapper > div.home-ranking__bg > img.home-ranking__bg--img,facts_bg,s/hkust_home_hero_banner/public/2025-02/Mask%20group.jpg?itok=w0l0Jo1L,,,,
HKUST,58,mundo,1.1.1,qt1vmo,26,div.paragraph > div.home-first > div.home-first__bg-image > img,hkust firsts background,s/hkust_home_hero_banner/public/2024-08/4V5A0496%201.png?itok=eV9ch5LF,,,,
HKUST,58,mundo,1.1.1,qt1vmo,27,div.home-first > div.home-first__wrapper > div.home-first__text-image > img,first,https://hkust.edu.hk/sites/default/files/2025-02/Our%20Firsts.svg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,28,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,HKUST Develops World's First AI Slide-Free Pathology Imaging System,yles/hkust_home_first/public/news/30845/Photo%201_13.jpg?itok=NVsJDbrj,,,,
HKUST,58,mundo,1.1.1,qt1vmo,29,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,World’s First Lightweight High Resolution High Precision CO₂ and CH₄ Point Source Detector “MUSICO” Arrives at Tiangong ,s/hkust_home_first/public/news/30796/AGS_3923_edited.jpg?itok=NDDL_8O9,,,,
HKUST,58,mundo,1.1.1,qt1vmo,30,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Photo 1,hkust_home_first/public/news/30783/Photo%201_final_3.jpg?itok=cZHbZ5tF,,,,
HKUST,58,mundo,1.1.1,qt1vmo,31,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,"Prof. Hu Wenqi (right), his postgraduate student Chen Xi (left), and other research team members at HKUST develop the wo",/styles/hkust_home_first/public/news/30748/Photo%201.jpg?itok=MycdsSlJ,,,,
HKUST,58,mundo,1.1.1,qt1vmo,32,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,group photo,yles/hkust_home_first/public/news/30667/Photo%201_11.jpg?itok=k4Zu-e9h,,,,
HKUST,58,mundo,1.1.1,qt1vmo,33,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Dr. Shen Xinyi (center) holds his certified all-vacuum-deposited perovskite solar cell with Prof. Lin Yen-Hung (left) an,kust_home_first/public/news/30664/%E5%90%88%E7%85%A7.jpg?itok=cWiejZ-D,,,,
HKUST,58,mundo,1.1.1,qt1vmo,34,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,"HKUST Develops World’s First Sub-Zero Celsius Elastocaloric Green Freezer, Reshaping Freezing Industry with its Zero Emi",tyles/hkust_home_first/public/news/30622/Photo%201_5.jpg?itok=cpZaW71f,,,,
HKUST,58,mundo,1.1.1,qt1vmo,35,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Deep-Sea Multi-Omics Resource Platform,/styles/hkust_home_first/public/news/30590/thumbnail.jpg?itok=lA839zDq,,,,
HKUST,58,mundo,1.1.1,qt1vmo,36,#Layer_1,.st0{fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st1{clip-path:url(#SVGID_000,,,,,
HKUST,58,mundo,1.1.1,qt1vmo,45,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Prof. Minhua SHAO,tyles/hkust_our_faculty/public/awards/Prof_Minh_SHAO.jpg?itok=7o6csjRT,,,,
HKUST,58,mundo,1.1.1,qt1vmo,47,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Dr. Ian VARELA SOARES,our_faculty/public/awards/ian_EASE_photo_2_crop-_0_0.jpg?itok=3GItaeX6,,,,
HKUST,58,mundo,1.1.1,qt1vmo,49,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Ms. HOU Shiqin,/files/styles/hkust_our_faculty/public/awards/Shiqin.jpg?itok=ctam89ko,,,,
HKUST,58,mundo,1.1.1,qt1vmo,51,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Prof. Junwei LIU,t_our_faculty/public/awards/PHYS_Liu_1080_x_1080_150.jpg?itok=Bikqo1MK,,,,
HKUST,58,mundo,1.1.1,qt1vmo,53,div.container > div.home-sustain__description > div.home-sustain__logo > img,sustainable development goals,hkust.edu.hk/sites/default/files/2024-03/sustainable%20development.png,,,,
HKUST,58,mundo,1.1.1,qt1vmo,54,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 1,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_1.png?itok=iYthAnh8,,,,
HKUST,58,mundo,1.1.1,qt1vmo,55,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 2,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_2.png?itok=SplxdFoI,,,,
HKUST,58,mundo,1.1.1,qt1vmo,56,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 3,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_3.png?itok=_DUXi63o,,,,
HKUST,58,mundo,1.1.1,qt1vmo,57,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 4,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_4.png?itok=WsN420ew,,,,
HKUST,58,mundo,1.1.1,qt1vmo,58,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 5,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_5.png?itok=chbqC1xW,,,,
HKUST,58,mundo,1.1.1,qt1vmo,59,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 6,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_6.png?itok=2Ks1dkYc,,,,
HKUST,58,mundo,1.1.1,qt1vmo,60,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 7,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_7.png?itok=-LuSx0at,,,,
HKUST,58,mundo,1.1.1,qt1vmo,61,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 9,lt/files/styles/hkust_home_sdgs/public/2025-01/SDG_9.png?itok=ov997cE7,,,,
HKUST,58,mundo,1.1.1,qt1vmo,62,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 9,/files/styles/hkust_home_sdgs/public/2025-01/SDG_9_0.png?itok=2Y29XZJn,,,,
HKUST,58,mundo,1.1.1,qt1vmo,63,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 10,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_10.png?itok=hY80Xdck,,,,
HKUST,58,mundo,1.1.1,qt1vmo,64,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 11,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_11.png?itok=zXeat7f1,,,,
HKUST,58,mundo,1.1.1,qt1vmo,65,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 12,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_12.png?itok=fkpuIMTl,,,,
HKUST,58,mundo,1.1.1,qt1vmo,66,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 13,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_13.png?itok=b6C6jhTg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,67,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 14,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_14.png?itok=ZLQJN4eG,,,,
HKUST,58,mundo,1.1.1,qt1vmo,68,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 15,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_15.png?itok=h-CAKY2s,,,,
HKUST,58,mundo,1.1.1,qt1vmo,69,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 16,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_16.png?itok=cg2GXyCm,,,,
HKUST,58,mundo,1.1.1,qt1vmo,70,div.home-sustain__slider--slide > div.home-sustain__item > div.home-sustain__item--bg > img,SDG 17,t/files/styles/hkust_home_sdgs/public/2025-01/SDG_17.png?itok=x1cToHLM,,,,
HKUST,58,mundo,1.1.1,qt1vmo,80,div.footer__privacy > div.footer__logo > div.field > img,HKUST,https://hkust.edu.hk/sites/default/files/2024-03/HKUST_logo_1.svg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,81,div.footer__awards > a.footer__awards-image-link > div.footer__awards-image > img,usthk,https://hkust.edu.hk/sites/default/files/2025-01/ust.hk_Blue_EN.svg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,82,div.footer__awards > a.footer__awards-image-link > div.footer__awards-image > img,Digital Accessibility Recognition Scheme,https://hkust.edu.hk/sites/default/files/2025-06/DARS-Elderly-Logo.svg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,83,div.footer__awards > a.footer__awards-image-link > div.footer__awards-image > img,Digital Accessibility Recognition Scheme,https://hkust.edu.hk/sites/default/files/2025-06/DARS-Logo.svg,,,,
HKUST,58,mundo,1.1.1,qt1vmo,84,div.footer__awards > a.footer__awards-image-link > div.footer__awards-image > img,Caring Organization Award,https://hkust.edu.hk/sites/default/files/2024-03/award-2_1.svg,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,50,div.elementor-main-swiper > div.swiper-wrapper > div.swiper-slide > div.elementor-carousel-image,Movilidad Emovies 2026,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,51,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,CalendarioAcademicoPI2026,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,52,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,C.agropecuaria,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,53,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,MovilidadUBE,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,54,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Clase ESPE 2026,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,55,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,XII Seminario Cientifico,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,56,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Unochapeco Internacional,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,57,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Contador Ecuatoriano,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,58,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Taller Internacional-2,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,59,div.elementor-main-swiper > div.swiper-wrapper > div.swiper-slide > div.elementor-carousel-image,Clases Espejo COIL,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,60,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Realcup2026-1,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,61,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Curso Unochapeco,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,62,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,RERCIE,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,63,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,II Edicion Galapagos,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,64,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Becas Unir,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,65,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,UCAB VIRTUAL,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,66,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,Corporacion Universitaria,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,67,div.elementor-main-swiper > div.swiper-wrapper > div.swiper-slide > div.elementor-carousel-image,Movilidad Emovies 2026,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,68,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,CalendarioAcademicoPI2026,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,69,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,C.agropecuaria,,,,,
UNESUM,83,ecuador,1.1.1,qt1vmo,70,div.swiper-wrapper > div.swiper-slide > a > div.elementor-carousel-image,MovilidadUBE,,,,,
IAEN,96,ecuador,2.4.4,5effbb,1,html > body.home > a.hfe-skip-link,Ir al contenido principal,#content,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,2,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,Facebook,https://www.facebook.com/IAENUniversidad,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,3,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,Youtube,https://www.youtube.com/channel/UCKTEbUe5uui3uPa2T86g2Og,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,4,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,Tiktok,https://www.tiktok.com/@iaenuniversidad?_t=zm-8te1jfqcfjm&_r,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,5,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,X-twitter,https://x.com/IAENUniversidad,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,6,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,Instagram,https://www.instagram.com/iaenuniversidad/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,7,div.elementor-widget-container > div.elementor-social-icons-wrapper > span.elementor-grid-item > a.elementor-icon,Linkedin,https://ec.linkedin.com/company/iaenuniversidad,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,8,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-7348986 > a.swiper-slide-inner,Clic aquí,https://www.iaen.edu.ec/salud-publica/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,9,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-28e30bd > a.swiper-slide-inner,Oferta Académica 2026Conoce en profundidad nuestros programas de formaciónClic a,https://www.iaen.edu.ec/oferta/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,10,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-66e72d1 > a.swiper-slide-inner,Clic aquí,https://revistas.iaen.edu.ec/index.php/estado_comunes,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,11,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-9f409f8 > a.swiper-slide-inner,Clic aquí,https://www.iaen.edu.ec/investigacion/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,12,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-fa9fe69 > a.swiper-slide-inner,Clic aquí,https://www.iaen.edu.ec/servicios-de-bienestar-universitario,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,13,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-734851f > a.swiper-slide-inner,Clic aquí,https://www.iaen.edu.ec/iaen-en-medios/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,14,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-09d4f9d > a.swiper-slide-inner,Clic aquí,https://www.iaen.edu.ec/oferta/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,5effbb,15,div.elementor-widget-container > div > div > a,Ver más,https://www.iaen.edu.ec/audioweb/,SIN CONTEXTO PROGRAMATICO,SIN CONTEXTO PROGRAMATICO,,
IAEN,96,ecuador,2.4.4,fd3a94,8+10+11+12+13+14,div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-7348986 > a.swiper-slide-inner ; div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-66e72d1 > a.swiper-slide-inner ; div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-9f409f8 > a.swiper-slide-inner ; div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-fa9fe69 > a.swiper-slide-inner ; div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-734851f > a.swiper-slide-inner ; div.elementor-slides-wrapper > div.swiper-wrapper > div.elementor-repeater-item-09d4f9d > a.swiper-slide-inner,,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,10,nav.nav-ups > div.ml-2 > a > img.nav-logo-img,logo ups,https://www.ups.edu.ec/documents/20121/50266/logoupscolor.svg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,18,#ico_1,facebook,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,19,#ico_2,instagram,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,20,#ico_3,.a { fill: #fff; stroke-width: 0px; },,,,,
UPS,106,ecuador,1.1.1,qt1vmo,21,#ico_4,youtube,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,22,#ico_5,linkedin,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,23,#ico_6,pinterest copia,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,64,div.col > div.card > a.undecoration > img.card-img-top,imagen tarjeta,https://www.ups.edu.ec/documents/20121/191172/ingresa+a+la+ups+2.png,,,,
UPS,106,ecuador,1.1.1,qt1vmo,65,div.col > div.card > a.undecoration > img.card-img-top,imagen tarjeta,https://www.ups.edu.ec/documents/20121/191172/oferta+de+grado.png,,,,
UPS,106,ecuador,1.1.1,qt1vmo,72,div.row > div.col-6 > a.animated-card > img.img-fluid,Reconocimiento de Times Higher Education que indica 2.º lugar en Ecuador en el World University Rankings Young 2024.,https://www.ups.edu.ec/documents/20121/2369543/THE+Young.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,73,div.row > div.col-6 > a.animated-card > img.img-fluid,Reconocimiento de Times Higher Education que indica 3.er lugar en Ecuador en el World University Rankings 2025.,.edu.ec/documents/20121/2369543/THE+World+University+Rankings+2025.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,74,div.row > div.col-6 > a.animated-card > img.img-fluid,Reconocimiento de Times Higher Education que indica 3.er lugar en Ecuador en el World University Rankings 2025.,ps.edu.ec/documents/20121/2369543/THE+By+Subject+-+Educacio%CC%81n.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,75,div.row > div.col-6 > a.animated-card > img.img-fluid,Reconocimiento de Times Higher Education que otorga medalla de bronce a nivel global en el Online Learning Rankings 2024,https://www.ups.edu.ec/documents/20121/2369543/Bronce+Online+Rank.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,78,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,80,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,82,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,84,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,85,div.row > div.col-3 > a.w-100 > img.img-fluid,"INNOVACIÓN, TECNOLOGÍA Y TRABAJO EN EQUIPO MARCARON EL HACKATHON DE DESARROLLO",06/1009GYE-1.jpg/a4d3eb04-a869-843f-66d1-e0feebfa231b?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,86,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,87,div.row > div.col-3 > a.w-100 > img.img-fluid,La UPS Guayaquil reconoce la excelencia de sus estudiantes en el Programa de Distinción Académica,06/1008GYE-1.jpg/6f644250-410d-1df4-dbb4-6567b2bdec30?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,88,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,90,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,92,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,93,div.row > div.col-3 > a.w-100 > img.img-fluid,La UPS lidera el medallero general de los IV Juegos Deportivos Nacionales Universitarios e Institutos de Educación Super,099/463UPS-1.png/e836bf07-fa62-5fb0-3213-56f6eee55725?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,94,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,96,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,97,div.row > div.col-3 > a.w-100 > img.img-fluid,1. Rector de la UPS hace la entrega al director de carrera Arquitectura,09/1268CUE-1.jpg/01c0a1c3-4900-bc88-283d-7a2e2e8e0504?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,98,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,100,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,102,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,104,#Capa_1,.st0{fill:#003772;},,,,,
UPS,106,ecuador,1.1.1,qt1vmo,121,div.mx-auto > a.d-block > span.text-center > img.mx-auto,Afiche Intercolegial de Teatro,0de%20teatro.jpg/14245b79-b959-433b-40e4-12c42452ae60?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,123,div.mx-auto > a.d-block > span.text-center > img.mx-auto,Afiche del Intercolegial de Danza - “UPS Dance Fest”,20de%20danza.jpg/4eafd341-1228-2671-a3c2-563ba592e1f4?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,124,div.mx-auto > a.d-block > span.text-center > img.mx-auto,1er Concurso Intercolegial de Teatro,0de%20teatro.jpg/b4aeb5f2-4b09-dd21-deb0-4f99d3681f7f?imageThumbnail=1,,,,
UPS,106,ecuador,1.1.1,qt1vmo,153,a.undecoration > div.col-6 > div.ups-slider > img.w-100,Edificio del Rectorado de la Universidad Politécnica Salesiana con el logotipo UPS en la fachada.,https://www.ups.edu.ec/documents/20121/90875/rectorado.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,154,a.undecoration > div.col-6 > div.ups-slider > img.w-100,Edificio del Rectorado de la Universidad Politécnica Salesiana con el logotipo UPS en la fachada.,https://www.ups.edu.ec/documents/20121/191172/sede+cuenca.png,,,,
UPS,106,ecuador,1.1.1,qt1vmo,155,a.undecoration > div.col-6 > div.ups-slider > img.w-100,Edificio de la sede Quito de la Universidad Politécnica Salesiana con un mural artístico en la fachada.,72/sede+quito.png/c305dd90-dae8-760b-f4f6-caa9ab6d2215?t=1618069908247,,,,
UPS,106,ecuador,1.1.1,qt1vmo,156,a.undecoration > div.col-6 > div.ups-slider > img.w-100,Edificio de la sede Quito de la Universidad Politécnica Salesiana con un mural artístico en la fachada.,https://www.ups.edu.ec/documents/20121/50296/gye.jpg,,,,
UPS,106,ecuador,1.1.1,qt1vmo,157,#ico_1,facebook,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,158,#ico_2,instagram,,,,,
