id,grupo,sigla,pais,url,ok,error,title,lang,viewport,https,cookies_pre,rastreo_pre,nombres_rastreo,cmp,banner,ax_violaciones,ax_nodos,nivelA_nodos,nivelAA_nodos,nivelAAA_nodos,Perceptible,Operable,Comprensible,Robusto,max_nivel_sin_fallo_auto
114,Mundo,CMU,EE.UU.,https://www.cmu.edu,true,,Carnegie Mellon University | CMU,en,1,1,13,7,_clck _ga _gcl_au test_cookie _clsk _ga_1XQYSMEBVE MUID,OneTrust,1,2,3,1,0,2,2,1,0,0,ninguno
115,Mundo,Wisconsin,EE.UU.,https://www.wisc.edu,true,,University of Wisconsin–Madison,en,1,1,6,4,_ga_D04HXCEERG _ga _ga _ga_PLJ9E3ZY82,,1,1,45,0,0,45,45,0,0,0,AA
116,Mundo,USTC,China,https://en.ustc.edu.cn,true,,University of Science and Technology of China,,1,1,5,3,Hm_lvt_1c599d6edf63923fd73ae82fd7293a24 Hm_lpvt_1c599d6edf63923fd73ae82fd7293a24 HMACCOUNT,,0,5,12,11,1,0,3,7,1,1,ninguno
117,Mundo,WUSTL,EE.UU.,https://washu.edu,true,,Home | WashU,en-US,1,1,14,12,_ga_T94ZQ4ENLH _ga utag_main__sn utag_main__se utag_main__ss utag_main__st utag_main_ses_id utag_main__pn utag_main_v_id utag_main_dc_visit utag_main_dc_event utag_main_dc_region,,0,3,26,5,0,21,21,4,0,1,ninguno
118,Mundo,Monash,Australia,https://www.monash.edu,true,,Monash University | Study at Monash Uni | Melbourne,en,1,1,12,3,YSC VISITOR_INFO1_LIVE utag_main,,1,2,18,0,1,17,18,0,0,0,A
119,Mundo,SNU,Corea del Sur,https://en.snu.ac.kr,true,,Seoul National University,en,1,1,3,2,_ga_PVQ4G3Z4TR _ga,,0,3,22,0,14,8,22,0,0,0,A
120,Mundo,Heidelberg,Alemania,https://www.uni-heidelberg.de/en,true,,Heidelberg University,en,1,1,2,0,,,0,2,68,1,0,67,67,0,0,1,ninguno
121,Mundo,HKUST,Hong Kong,https://hkust.edu.hk/,true,,The Hong Kong University of Science and Technology ｜World's Top 50 Universities｜Leading Research Excellence,en,1,1,4,4,_gid _gat_UA-126519042-1 _ga_472DPMG63L _ga,,0,6,20,14,6,0,13,5,0,2,ninguno
122,Mundo,Karolinska,Suecia,https://ki.se/en,true,,Karolinska Institutet - a medical university,en,1,1,2,0,,,0,5,7,4,2,1,2,2,0,3,ninguno
123,Mundo,TU Delft,Países Bajos,https://www.tudelft.nl/en/,true,,Delft University of Technology | TU Delft | Challenge. Change. Impact!,en,1,1,1,0,,Cookiebot,1,3,23,0,22,1,18,5,0,0,A
124,Mundo,ANU,Australia,https://www.anu.edu.au/,true,,The Australian National University,en,1,1,10,4,personalization_id _fbp _ga_E1GV4NJHV2 _ga,OneTrust,1,1,1,0,0,1,1,0,0,0,AA
125,Mundo,KU Leuven,Bélgica,https://www.kuleuven.be/english/,true,,KU Leuven,en,1,1,6,0,,OneTrust,1,3,5,1,3,1,5,0,0,0,ninguno
126,Mundo,Queensland,Australia,https://www.uq.edu.au/,true,,The University of Queensland,en,1,1,28,13,_gcl_au IDE _ga_QG0JXDMRML _ga _hjSessionUser_2849117 _hjSession_2849117 MUID _fbp _clck _uetsid _uetvid _clsk MUID,,0,2,13,1,0,12,13,0,0,0,ninguno
