id,grupo,sigla,universidad,sitio,codigo,irregularidad,valor_actual,accion_requerida
70,ecuador,UCuenca,Universidad de Cuenca,https://www.ucuenca.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
70,ecuador,UCuenca,Universidad de Cuenca,https://www.ucuenca.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
71,ecuador,UG,Universidad de Guayaquil,https://www.ug.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
72,ecuador,UNL,Universidad Nacional de Loja,https://www.unl.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
72,ecuador,UNL,Universidad Nacional de Loja,https://www.unl.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
72,ecuador,UNL,Universidad Nacional de Loja,https://www.unl.edu.ec,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
73,ecuador,UAE,Universidad Agraria del Ecuador,https://www.uagraria.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
74,ecuador,UTA,Universidad Técnica de Ambato,https://uta.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
75,ecuador,UTB,Universidad Técnica de Babahoyo,https://utb.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
75,ecuador,UTB,Universidad Técnica de Babahoyo,https://utb.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
78,ecuador,UTM,Universidad Técnica de Manabí,https://www.utm.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
79,ecuador,UTN,Universidad Técnica del Norte,https://www.utn.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
80,ecuador,UTEQ,Universidad Técnica Estatal de Quevedo,https://www.uteq.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
80,ecuador,UTEQ,Universidad Técnica Estatal de Quevedo,https://www.uteq.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
81,ecuador,UTELVT,Universidad Técnica Luis Vargas Torres de Esmeraldas,https://www.utelvt.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
82,ecuador,UEB,Universidad Estatal de Bolívar,https://www.ueb.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
83,ecuador,UNESUM,Universidad Estatal del Sur de Manabí,https://unesum.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
84,ecuador,UNEMI,Universidad Estatal de Milagro,https://www.unemi.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
84,ecuador,UNEMI,Universidad Estatal de Milagro,https://www.unemi.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
85,ecuador,UEA,Universidad Estatal Amazónica,https://www.uea.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
85,ecuador,UEA,Universidad Estatal Amazónica,https://www.uea.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
86,ecuador,UPSE,Universidad Estatal Península de Santa Elena,https://www.upse.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
87,ecuador,ULEAM,Universidad Laica Eloy Alfaro de Manabí,https://www.uleam.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
88,ecuador,UNACH,Universidad Nacional de Chimborazo,https://www.unach.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
89,ecuador,UNAE,Universidad Nacional de Educación,https://unae.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
89,ecuador,UNAE,Universidad Nacional de Educación,https://unae.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
90,ecuador,UPEC,Universidad Politécnica Estatal del Carchi,https://upec.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
90,ecuador,UPEC,Universidad Politécnica Estatal del Carchi,https://upec.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
91,ecuador,Yachay Tech,Universidad de Investigación de Tecnología Experimental Yachay,https://yachaytech.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
92,ecuador,Ikiam,Universidad Regional Amazónica Ikiam,https://www.ikiam.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
92,ecuador,Ikiam,Universidad Regional Amazónica Ikiam,https://www.ikiam.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
93,ecuador,UArtes,Universidad de las Artes,https://www.uartes.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
93,ecuador,UArtes,Universidad de las Artes,https://www.uartes.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
94,ecuador,Amawtay Wasi,Universidad Intercultural de las Nacionalidades y Pueblos Indígenas Amawtay Wasi,https://uaw.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
96,ecuador,IAEN,Instituto de Altos Estudios Nacionales,https://www.iaen.edu.ec,I5,Banner en el study pero ausente en vivo,"estudio=Si, en vivo=No, CMP=Ninguna",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
97,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 22, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
97,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, TCF, CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
97,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
97,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, TCF, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
98,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
98,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
98,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
99,ecuador,PUCE,Pontificia Universidad Católica del Ecuador,https://www.puce.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 13, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
99,ecuador,PUCE,Pontificia Universidad Católica del Ecuador,https://www.puce.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
100,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 15, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
100,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
100,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I9,Campo multivalor separado por coma,"CookieYes, Complianz","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
101,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
101,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
101,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
101,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
102,ecuador,ULVR,Universidad Laica Vicente Rocafuerte de Guayaquil,https://www.ulvr.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
103,ecuador,UTPL,Universidad Técnica Particular de Loja,https://www.utpl.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
104,ecuador,UTE,Universidad UTE,https://ute.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
104,ecuador,UTE,Universidad UTE,https://ute.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
105,ecuador,UDA,Universidad del Azuay,https://www.uazuay.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
105,ecuador,UDA,Universidad del Azuay,https://www.uazuay.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
106,ecuador,UPS,Universidad Politécnica Salesiana,https://www.ups.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
106,ecuador,UPS,Universidad Politécnica Salesiana,https://www.ups.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
107,ecuador,UISEK,Universidad Internacional SEK,https://uisek.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 14, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
107,ecuador,UISEK,Universidad Internacional SEK,https://uisek.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
108,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
108,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
108,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
109,ecuador,USFQ,Universidad San Francisco de Quito,https://www.usfq.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
109,ecuador,USFQ,Universidad San Francisco de Quito,https://www.usfq.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
110,ecuador,UDLA,Universidad de las Américas,https://www.udla.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, Usercentrics","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
110,ecuador,UDLA,Universidad de las Américas,https://www.udla.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, Usercentrics","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
111,ecuador,UIDE,Universidad Internacional del Ecuador,https://www.uide.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
111,ecuador,UIDE,Universidad Internacional del Ecuador,https://www.uide.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
112,ecuador,UNIANDES,Universidad Regional Autónoma de los Andes,https://www.uniandes.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
113,ecuador,UPACIFICO,Universidad del Pacífico Escuela de Negocios,https://upacifico.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
113,ecuador,UPACIFICO,Universidad del Pacífico Escuela de Negocios,https://upacifico.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
114,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 24, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
114,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=Cookiebot, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
114,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
114,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
115,ecuador,Casa Grande,Universidad Casa Grande,https://www.casagrande.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
116,ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,https://www.uteg.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 16, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
116,ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,https://www.uteg.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
117,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 12, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
117,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I4,Sin banner en el study pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, Complianz","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
117,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
117,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, Complianz","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
118,ecuador,UDET,Universidad de Especialidades Turísticas,https://www.udet.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
119,ecuador,UMET,Universidad Metropolitana del Ecuador,https://umet.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
119,ecuador,UMET,Universidad Metropolitana del Ecuador,https://umet.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
120,ecuador,U. Otavalo,Universidad de Otavalo,https://www.uotavalo.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
121,ecuador,USGP,Universidad San Gregorio de Portoviejo,https://www.sangregorio.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
122,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 11, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
122,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I5,Banner en el study pero ausente en vivo,"estudio=Si, en vivo=No, CMP=CookieYes",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
122,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
122,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
123,ecuador,UNIB.E,Universidad Iberoamericana del Ecuador,https://unibe.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
124,ecuador,ECOTEC,Universidad Tecnológica Ecotec,https://ecotec.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 22, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
124,ecuador,ECOTEC,Universidad Tecnológica Ecotec,https://ecotec.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
125,ecuador,UDR,Universidad del Río,https://udr.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
