id,grupo,n_grupo,universidad,sigla,sitio,pais,region,tipo,ciudad,cookies_antes_consentir,nombres_cookies,n_nombres_listados,nombres_truncados,rastreo,procedencia_rastreo,cmp_verificacion,banner_verificacion,fuente_verificacion,banner_estudio,polcookies_estudio,nota_documental,revisar
63,ecuador,63,Universidad Bolivariana del Ecuador,UBE,https://ube.edu.ec,Ecuador,Ecuador,Autofinanciada,Durán,0,,0,no,no,csv_ecuador | taxonomia base confirma,CookieYes,yes,verificacion en vivo,yes,yes,"Pie con protección de datos, privacidad, cookies y términos. Política cita LOPDP y derechos ARCO. Banner de cookies por categorías y menú de accesibilidad embebido.",
64,mundo,1,Massachusetts Institute of Technology,MIT,https://www.mit.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Aviso GDPR con derechos y contacto dataprotection@mit.edu; cookies solo Google Analytics con opt-out.,
65,mundo,2,Stanford University,Stanford,https://www.stanford.edu,EE.UU.,EE.UU.,,,1,_cs_id,1,no,yes,"html_combinado | taxonomia extendida: ContentSquare (_cs_id), analitica de sesion",Ninguna,no,verificacion en vivo,no_detectable,yes,Oficina de privacidad con CCPA/FERPA/HIPAA; derechos completos; privacy@stanford.edu; política de cookies dedicada.,
66,mundo,3,Harvard University,Harvard,https://www.harvard.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Aviso remite derechos GDPR a gdpr.harvard.edu; sin contacto de privacidad específico en la página principal.,
67,mundo,4,University of Oxford,Oxford,https://www.ox.ac.uk,Reino Unido,Reino Unido,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,yes,"Política completa: derechos enumerados, DPO (data.protection@admin.ox.ac.uk), cookies y accesibilidad dedicadas.",
68,mundo,5,University of Cambridge,Cambridge,https://www.cam.ac.uk,Reino Unido,Reino Unido,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,yes,"Política breve que delega marco legal, derechos y DPO a una nota general; cookies y accesibilidad con URL propia.",
69,mundo,6,California Institute of Technology,Caltech,https://www.caltech.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Aviso remite derechos a nota GDPR aparte; contacto privacy@caltech.edu; accesibilidad digital dedicada.,
70,mundo,7,"University of California, Berkeley",UC Berkeley,https://www.berkeley.edu,EE.UU.,EE.UU.,,,1,nmstat,1,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Oficina de privacidad cita CCPA y GDPR; derechos remitidos a subpáginas; privacyofficehelp@berkeley.edu.,
71,mundo,8,Princeton University,Princeton,https://www.princeton.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc | CookieYes,no,verificacion en vivo,no_detectable,no,Derechos completos (para interesados de la UE); GDPR@princeton.edu; cookies dentro del aviso.,
72,mundo,9,Imperial College London,Imperial,https://www.imperial.ac.uk,Reino Unido,Reino Unido,,,6,AWSALBTG | AWSALBTGCORS | AWSALB | AWSALBCORS | ARRAffinity-WindowsWF | OptanonConsent,6,no,no,html_combinado | taxonomia base confirma,OneTrust,yes,verificacion en vivo,no_detectable,yes,"Cita PECR; derechos parciales (SAR, supresión, oposición a marketing); sin correo de DPO en el aviso del sitio.",
73,mundo,10,University of Chicago,U Chicago,https://www.uchicago.edu,EE.UU.,EE.UU.,,,8,ApplicationGatewayAffinityCORS | ApplicationGatewayAffinity | shell#lang | dismissed-alerts | www#lang | nmstat | _hjSessionUser | _hjSession,8,no,yes,html_combinado | taxonomia base confirma,CookieYes,no,verificacion en vivo,no_detectable,no,Derechos estilo GDPR sin nombrar marco; privacy@uchicago.edu; sin declaración de accesibilidad en el aviso.,
74,mundo,11,ETH Zurich,ETH Zurich,https://ethz.ch,Suiza,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,CookieYes,no,verificacion en vivo,no_detectable,no,"Derecho suizo, supervisión FDPIC; DPO nominado (T. Mitar); configuración de cookies por categorías; accesibilidad.",
75,mundo,12,Yale University,Yale,https://www.yale.edu,EE.UU.,EE.UU.,,,2,adaptive_image | nmstat,2,no,yes,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,"Chief Privacy Officer (privacy@yale.edu); derechos parciales (acceso, rectificación, supresión); marco EE.UU.",
76,mundo,13,University of Pennsylvania,UPenn,https://www.upenn.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Derechos supeditados a jurisdicción; Chief Privacy Officer (privacy@upenn.edu); aviso de 2018 (desactualizado).,
77,mundo,14,University College London,UCL,https://www.ucl.ac.uk,Reino Unido,Reino Unido,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,no_detectable,yes,8 derechos enumerados; data-protection@ucl.ac.uk; cookies y accesibilidad en el pie.,
78,mundo,15,Cornell University,Cornell,https://www.cornell.edu,EE.UU.,EE.UU.,,,6,__utma | __utmc | __utmz | __utmt | __utmb | nmstat,6,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Derechos completos y formulario; invoca el DPF pero no el estatuto de base; programa de accesibilidad.,
79,mundo,16,Tsinghua University,Tsinghua,https://www.tsinghua.edu.cn/en/,China,China,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"Política (posgrado) cita PIPL; derechos y contacto (grad@tsinghua.edu.cn, 30 días); datos en China; sin accesibilidad.",
80,mundo,17,Peking University,Peking,https://english.pku.edu.cn,China,China,,,3,Hm_lvt | Hm_lpvt | HMACCOUNT,3,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"Solo política mínima en un subsitio de escuela (PHBS), limitada a admisión; sin derechos, DPO ni marco nombrado.",
81,mundo,18,Johns Hopkins University,Johns Hopkins,https://www.jhu.edu,EE.UU.,EE.UU.,,,2,_twpid | nmstat,2,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Declaración conjunta JHU/Medicine; derechos EEE/RU/Suiza y California; OneTrust; Privacy Officer; accesibilidad.,
82,mundo,19,Columbia University,Columbia,https://www.columbia.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,no_detectable,yes,Aviso internacional con página GDPR y política de cookies separada; derechos completos; accesibilidad web.,
83,mundo,20,University of Toronto,Toronto,https://www.utoronto.ca,Canadá,Canadá,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc | CookieYes,no,verificacion en vivo,no_detectable,no,Marco provincial FIPPA (no PIPEDA); acceso/corrección; Oficina FIPP; accesibilidad citando AODA.,
84,mundo,21,"University of California, Los Angeles",UCLA,https://www.ucla.edu,EE.UU.,EE.UU.,,,1,XSRF-TOKEN,1,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Documento único privacidad+cookies+términos; derechos UE/RU y California; privacy@compliance.ucla.edu.,
85,mundo,22,National University of Singapore,NUS,https://nus.edu.sg,Singapur,Asia (otros),,,3,incap_ses_79 | sf-prs-ss | sf-prs-lu,3,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,no_detectable,no,PDPA 2012 (+derechos GDPR para EEE); Data Protection Office (dpo@nus.edu.sg); sin declaración de accesibilidad.,
86,mundo,23,The University of Tokyo,U Tokyo,https://www.u-tokyo.ac.jp/en/,Japón,Asia (otros),,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Derechos (disclosure/correction/deletion); referencia al GDPR; no cita la APPI; sin DPO ni accesibilidad central.,
87,mundo,24,Technical University of Munich,TUM,https://www.tum.de/en/,Alemania,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Derechos Art. 15-21; DPO (beauftragter@datenschutz.tum.de); distingue cookies esenciales/opcionales; sin accesibilidad detectada.,
88,mundo,25,The University of Melbourne,Melbourne,https://www.unimelb.edu.au,Australia,Australia,,,22,optimizelyEndUserId | previousPageUrl | campaign_name | global_segmentation_cookie | utag_main__ss | utag_main__st | utag_main_ses_id | homepage | gpv_Page | gpv_Page_url,10,yes,yes,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,yes,no,Confirma banner de cookies en cada página; marco de Victoria; DPO designado (University Secretary); Tealium/GA con opt-out.,
89,mundo,26,University of Edinburgh,Edinburgh,https://www.ed.ac.uk,Reino Unido,Reino Unido,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Portal data-protection.ed.ac.uk enumera 7 derechos; DPO vía formulario; cookies y accesibilidad en el pie.,
90,mundo,27,EPFL,EPFL,https://www.epfl.ch/en/,Suiza,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Cita la FADP; derechos y DPO referidos; política de cookies (sesión/persistentes); accesibilidad dedicada.,
91,mundo,28,University of Michigan-Ann Arbor,Michigan,https://umich.edu,EE.UU.,EE.UU.,,,1,um_privacy_consent,1,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,yes,no,Documenta cookie de consentimiento (um_privacy_consent) y tablas de cookies; sin marco legal ni derechos enumerados; ITS Privacy Office por tickets.,
92,mundo,29,Northwestern University,Northwestern,https://www.northwestern.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc | CookieYes,no,verificacion en vivo,yes,yes,Página de cookies dedicada con banner; derechos tipo GDPR sin nombrar marco; canal de privacidad; accesibilidad.,
93,mundo,30,Fudan University,Fudan,https://www.fudan.edu.cn/en/,China,China,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"El sitio institucional no publica política; solo subsitios de facultades (FISF, FDSM) sin marco, derechos ni DPO.",
94,mundo,31,PSL University,PSL,https://www.psl.eu/en,Francia,Europa cont.,,,1,cookiesession1,1,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,yes,no,Política robusta con categorías de cookies y retención; DPO (donnees.personnelles@psl.eu); sin accesibilidad RGAA detectada.,
95,mundo,32,University of Hong Kong,HKU,https://www.hku.hk,Hong Kong,Hong Kong,,,6,highcontra | __utma | __utmc | __utmz | __utmt | __utmb,6,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,PDPO; acceso y corrección; DPO (privacy@hku.hk); accesibilidad WCAG 2.0 AA; la política no aborda cookies.,
96,mundo,33,Zhejiang University,Zhejiang,https://www.zju.edu.cn/english/,China,China,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Derechos parciales (revisar/modificar/eliminar); canal globalzju@zju.edu.cn; sin marco nombrado ni accesibilidad.,
97,mundo,34,New York University,NYU,https://www.nyu.edu,EE.UU.,EE.UU.,,,2,osano_consentmanager_uuid | osano_consentmanager,2,no,no,html_combinado | taxonomia base confirma,Osano,no,verificacion en vivo,no_detectable,no,Múltiples avisos GDPR por tipo de interesado; DPO (gdpr-info@nyu.edu); accesibilidad digital; página principal bloqueó el fetch (WAF).,
98,mundo,35,Shanghai Jiao Tong University,SJTU,https://www.sjtu.edu.cn,China,China,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"El sitio institucional no publica política; solo subunidades. Sin marco, derechos, DPO ni accesibilidad.",
99,mundo,36,King's College London,KCL,https://www.kcl.ac.uk,Reino Unido,Reino Unido,,,1,OptanonConsent,1,no,no,html_combinado | taxonomia base confirma,OneTrust,yes,verificacion en vivo,no_detectable,yes,Derechos enumerados; DPO nominado (info-compliance@kcl.ac.uk); accesibilidad WCAG 2.2 AA; cookies dedicadas.,
100,mundo,37,"University of California, San Diego",UCSD,https://www.ucsd.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Oficina de privacidad del campus + UC Privacy Statement; derechos EEE/RU; ucsdprivacy@ucsd.edu; accesibilidad.,
101,mundo,38,LMU Munich,LMU,https://www.lmu.de,Alemania,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"Marco muy explícito (Art. 15-21, 77 GDPR); DPO; cookies (Matomo) tabuladas; declaración de accesibilidad.",
102,mundo,39,Duke University,Duke,https://www.duke.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,yes,verificacion en vivo,no_detectable,no,Derechos EEE/RU; privacy@duke.edu; cookies/web beacons; accesibilidad web WCAG/ADA.,
103,mundo,40,University of Manchester,Manchester,https://www.manchester.ac.uk,Reino Unido,Reino Unido,,,1,OptanonConsent,1,no,no,html_combinado | taxonomia base confirma,OneTrust,no,verificacion en vivo,no_detectable,no,Hub de avisos; cita GDPR y DPA 2018; IG Office (DPO); derechos no enumerados en el hub; accesibilidad institucional.,
104,mundo,41,University of British Columbia,UBC,https://www.ubc.ca,Canadá,Canadá,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Marco provincial FIPPA (no PIPEDA); procedimientos vía University Counsel; privacy.matters@ubc.ca; accesibilidad WCAG.,
105,mundo,42,The University of Sydney,Sydney,https://www.sydney.edu.au,Australia,Australia,,,25,AMCVS_AdobeOrg | gpv_Page | at_check | s_ecid | mbox | AMCV_AdobeOrg | _hjSessionUser | _hjSession | _scid | _scid_r,10,yes,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"Aviso con cookies y derechos (restricción, oposición, supresión, portabilidad); marco NSW+federal; accesibilidad.",
106,mundo,43,Université Paris-Saclay,Paris-Saclay,https://www.universite-paris-saclay.fr/en,Francia,Europa cont.,,,2,contrast | saclay-tac,2,no,no,html_combinado | taxonomia base confirma,TrustArc | Tarteaucitron,yes,verificacion en vivo,no_detectable,yes,Cita RGPD y ley francesa; 6 derechos; ejercicio vía formulario; política de cookies; accesibilidad RGAA nivel A.,
107,mundo,44,Kyoto University,Kyoto,https://www.kyoto-u.ac.jp/en,Japón,Asia (otros),,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Derechos (disclosure/correction/suspension/deletion); Legal Affairs Division; cookies solo GA; sin accesibilidad.,
108,mundo,45,University of Illinois Urbana-Champaign,Illinois,https://illinois.edu,EE.UU.,EE.UU.,,,2,searchstax_session_id | ms_visitorid,2,no,no,html_combinado | taxonomia base confirma,OneTrust,no,verificacion en vivo,no_detectable,no,Aviso multi-jurisdicción; Privacy Office; remite a Cookie Policy; accesibilidad sin nivel WCAG explícito.,
109,mundo,46,The University of Texas at Austin,UT Austin,https://www.utexas.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc | CookieYes,no,verificacion en vivo,no_detectable,no,DPO nominado (chris.hutto@austin.utexas.edu); derechos; cookies dentro del aviso; accesibilidad WCAG 2.1/ADA.,
110,mundo,47,University of Washington,UW,https://www.washington.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"Derechos (acceso, supresión, portabilidad, objeción); University Privacy Officer (uwprivacy@uw.edu); accesibilidad.",
111,mundo,48,Nanyang Technological University,NTU,https://www.ntu.edu.sg,Singapur,Asia (otros),,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,"PDPA 2012; derechos (acceso, corrección, retiro 14 días) +GDPR; DPO (dpo@ntu.edu.sg); sin accesibilidad.",
112,mundo,49,McGill University,McGill,https://www.mcgill.ca,Canadá,Canadá,,,1,cookie-agreed-version,1,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,no_detectable,yes,Marco de Quebec; derechos; Access and Privacy Office; Cookies Notice dedicada; accesibilidad (norma SGQRI 008).,
113,mundo,50,The Chinese University of Hong Kong,CUHK,https://www.cuhk.edu.hk/english/index.html,Hong Kong,Hong Kong,,,2,_fbp | show1stPhoto_en,2,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"PDPO y sus 6 principios; acceso/corrección (formulario, tarifa); sin DPO único (contactos por categoría); accesibilidad web.",
114,mundo,51,Carnegie Mellon University,CMU,https://www.cmu.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Derechos estilo CCPA/CPRA; DPO (privacy@andrew.cmu.edu); cookies por categorías; 'Cookie settings' en el pie; accesibilidad.,
115,mundo,52,University of Wisconsin-Madison,Wisconsin,https://www.wisc.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,yes,verificacion en vivo,no_detectable,yes,Aviso principal sin derechos (remitidos al aviso GDPR suplementario); página de cookies dedicada; uwprivacy@wisc.edu; accesibilidad.,
116,mundo,53,University of Science and Technology of China,USTC,https://en.ustc.edu.cn,China,China,,,3,Hm_lvt | Hm_lpvt | HMACCOUNT,3,no,yes,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,"El sitio en inglés no publica política; la única (de la app, en chino) cita PIPL, enumera derechos y da contacto (nic@ustc.edu.cn).",
117,mundo,54,Washington University in St. Louis,WUSTL,https://washu.edu,EE.UU.,EE.UU.,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Política 'internet privacy' genérica (2018/2019); cubre cookies pero sin marco ni derechos; Privacy Officer (amelungc@wustl.edu).,
118,mundo,55,Monash University,Monash,https://www.monash.edu,Australia,Australia,,,2,AWSALB | AWSALBCORS,2,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Hub de privacidad; marco de Victoria; 'Data Consent Settings' (GTM); sin derechos enumerados ni DPO directo; accesibilidad.,
119,mundo,56,Seoul National University,SNU,https://en.snu.ac.kr,Corea del Sur,Asia (otros),,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Política por artículos; PIPA; derechos (Art. 5); DPO (privacy@snu.ac.kr); cookie x_cookie; sin declaración de accesibilidad web.,
120,mundo,57,Heidelberg University,Heidelberg,https://www.uni-heidelberg.de/en,Alemania,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Ninguna,no,verificacion en vivo,no_detectable,no,Derechos completos (Sec. VIII); DPO externo (datenschutz süd); cookies en Sec. V; declaración de accesibilidad.,
121,mundo,58,Hong Kong University of Science and Technology,HKUST,https://hkust.edu.hk/,Hong Kong,Hong Kong,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,PDPO; acceso/corrección (~40 días); Data Privacy Officer (ispdpo@ust.hk); accesibilidad reconocida.,
122,mundo,59,Karolinska Institutet,Karolinska,https://ki.se/en,Suecia,Europa cont.,,,1,TS01b184ef,1,no,no,html_combinado | taxonomia base confirma,TrustArc,yes,verificacion en vivo,no_detectable,yes,Refiere leyes suecas sin nombrar el GDPR; derechos; DPO (dataskyddsombud@ki.se); control y página de cookies; accesibilidad.,
123,mundo,60,Delft University of Technology,TU Delft,https://www.tudelft.nl/en/,Países Bajos,Europa cont.,,,0,,0,no,no,html_combinado | taxonomia base confirma,Cookiebot | Usercentrics,yes,verificacion en vivo,no_detectable,yes,Cita el GDPR; 6 derechos; DPO (fg@tudelft.nl); política de cookies dedicada; herramienta de accesibilidad (BrowseAloud).,
124,mundo,61,Australian National University,ANU,https://www.anu.edu.au/,Australia,Australia,,,0,,0,no,no,html_combinado | taxonomia base confirma,OneTrust,no,verificacion en vivo,no_detectable,no,Marco federal (Privacy Act + APPs); describe obligaciones sin enumerar derechos; Privacy Officer (privacy@anu.edu.au); accesibilidad WCAG.,
125,mundo,62,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,Bélgica,Europa cont.,,,3,TFC_ffbae7d2 | TFC_fbfdc4f4 | OptanonConsent,3,no,no,html_combinado | taxonomia base confirma,OneTrust | TrustArc,yes,verificacion en vivo,no_detectable,yes,Cita el GDPR; formulario para ejercer derechos; DPO institucional; política de cookies; declaración de accesibilidad.,
126,mundo,63,The University of Queensland,Queensland,https://www.uq.edu.au/,Australia,Australia,,,0,,0,no,no,html_combinado | taxonomia base confirma,TrustArc,no,verificacion en vivo,no_detectable,no,Marco de Qld + federal + GDPR; acceso/corrección; Privacy Office (privacy@uq.edu.au); cookies en página legal; accesibilidad WCAG 2.2 AA.,
