id,grupo,sigla,universidad,sitio,fecha,cookies_antes_consentir,nombres_cookies,n_nombres_listados,rastreo,rastreo_base,proveedores_rastreo,procedencia_rastreo,banner_estudio,cmp_estudio,pais,region,ciudad,tipo,cmp_verificacion,banner_verificacion,fuente_verificacion,polcookies_estudio,nota_documental
86,Mundo,U Tokyo,The University of Tokyo,https://www.u-tokyo.ac.jp/en/,2026-08-14T06:52:12.006Z,2,_ga_DWSZ09TFCH | _ga,2,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Japón,Asia (otros),,,Ninguna,no,verificacion en vivo,no,Derechos (disclosure/correction/deletion); referencia al GDPR; no cita la APPI; sin DPO ni accesibilidad central.
87,Mundo,TUM,Technical University of Munich,https://www.tum.de/en/,2026-08-14T06:52:24.865Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Alemania,Europa cont.,,,TrustArc,no,verificacion en vivo,no,Derechos Art. 15-21; DPO (beauftragter@datenschutz.tum.de); distingue cookies esenciales/opcionales; sin accesibilidad detectada.
88,Mundo,Melbourne,The University of Melbourne,https://www.unimelb.edu.au,2026-08-14T06:52:35.470Z,39,dxp-sessionid | __cf_bm | optimizelyEndUserId | previousPageUrl | campaign_name | global_segmentation_cookie | utag_main__ss | utag_main__st | utag_main_ses_id | homepage | traffic_source | gpv_Page | gpv_Page_url | s_nr30 | s_tslv | s_inv | s_ips | s_tp | s_ppv | utag_main_v_id | https://www.unimelb.edu.au_oeu1786690347196r0.7871311254701717$$17791710119$$session_state | TAPID | optimizelySession | demdex | _ga_L55G410M0Q | AWSALB | AWSALBCORS | __cf_bm | AWSALB | AWSALBCORS | kndctr_0BFB1E5866E1D2E70A495C3B_AdobeOrg_identity | kndctr_0BFB1E5866E1D2E70A495C3B_AdobeOrg_cluster | AMCV_0BFB1E5866E1D2E70A495C3B%40AdobeOrg | _ga_YE8SEG9T0S | __cf_bm | _ga_J6RRCK6F9V | _ga | AWSALB | AWSALBCORS,39,yes,yes,Tealium | Adobe | Google Analytics,"taxonomia base: Tealium, Adobe, Google Analytics",yes,,Australia,Australia,,,TrustArc,yes,verificacion en vivo,no,Confirma banner de cookies en cada página; marco de Victoria; DPO designado (University Secretary); Tealium/GA con opt-out.
89,Mundo,Edinburgh,University of Edinburgh,https://www.ed.ac.uk,2026-08-14T06:52:42.347Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Reino Unido,Reino Unido,,,Ninguna,no,verificacion en vivo,no,Portal data-protection.ed.ac.uk enumera 7 derechos; DPO vía formulario; cookies y accesibilidad en el pie.
90,Mundo,EPFL,EPFL,https://www.epfl.ch/en/,2026-08-14T06:52:56.815Z,2,_ga_N6BF9H5G73 | _ga,2,yes,yes,Google Analytics,taxonomia base: Google Analytics,yes,,Suiza,Europa cont.,,,Ninguna,no,verificacion en vivo,no,Cita la FADP; derechos y DPO referidos; política de cookies (sesión/persistentes); accesibilidad dedicada.
91,Mundo,Michigan,University of Michigan-Ann Arbor,https://umich.edu,2026-08-14T06:53:03.624Z,4,__cf_bm | um_privacy_consent | _ga_29C4RBNCNZ | _ga,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Documenta cookie de consentimiento (um_privacy_consent) y tablas de cookies; sin marco legal ni derechos enumerados; ITS Privacy Office por tickets.
92,Mundo,Northwestern,Northwestern University,https://www.northwestern.edu,2026-08-14T06:53:15.585Z,9,f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | BIGipServer~trust-662~pool_evnuinfo_80 | f5avraaaaaaaaaaaaaaaa_session_ | BIGipServer~trust-662~pool_evnuinfo_80 | cookieyes-consent,9,no,no,,sin coincidencia con ninguna taxonomia,yes,CookieYes,EE.UU.,EE.UU.,,,TrustArc | CookieYes,no,verificacion en vivo,yes,Página de cookies dedicada con banner; derechos tipo GDPR sin nombrar marco; canal de privacidad; accesibilidad.
93,Mundo,Fudan,Fudan University,https://www.fudan.edu.cn/en/,2026-08-14T06:53:30.059Z,5,HMACCOUNT_BFESS | Hm_lvt_829a28d038f7cea73ca2728904e244bc | Hm_lpvt_829a28d038f7cea73ca2728904e244bc | HMACCOUNT | JSESSIONID,5,yes,yes,Baidu,taxonomia base: Baidu,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,"El sitio institucional no publica política; solo subsitios de facultades (FISF, FDSM) sin marco, derechos ni DPO."
94,Mundo,PSL,PSL University,https://www.psl.eu/en,2026-08-14T06:53:43.753Z,1,cookiesession1,1,no,no,,sin coincidencia con ninguna taxonomia,yes,,Francia,Europa cont.,,,TrustArc,yes,verificacion en vivo,no,Política robusta con categorías de cookies y retención; DPO (donnees.personnelles@psl.eu); sin accesibilidad RGAA detectada.
95,Mundo,HKU,University of Hong Kong,https://www.hku.hk,2026-08-14T06:53:57.099Z,10,highcontra | __utma | __utmc | __utmz | __utmt | __utmb | _ga_ZHLLDTLTMG | _ga | _hjSessionUser_1966860 | _hjSession_1966860,10,yes,yes,Google Analytics | Hotjar,"taxonomia base: Google Analytics, Hotjar",no_detectable,,Hong Kong,Hong Kong,,,Ninguna,no,verificacion en vivo,no,PDPO; acceso y corrección; DPO (privacy@hku.hk); accesibilidad WCAG 2.0 AA; la política no aborda cookies.
96,Mundo,Zhejiang,Zhejiang University,https://www.zju.edu.cn/english/,2026-08-14T06:54:17.164Z,1,SESSION,1,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,Derechos parciales (revisar/modificar/eliminar); canal globalzju@zju.edu.cn; sin marco nombrado ni accesibilidad.
97,Mundo,NYU,New York University,https://www.nyu.edu,2026-08-14T06:54:25.039Z,11,osano_consentmanager_uuid | osano_consentmanager | _gcl_au | IDE | _ga_S194DLZYBD | _ga | _ga_9CWXCZX89G | _ga_H4KKXQKFSM | _ga_VR2BFTJ92R | _ga_S4TP6272FF | _ga_YKLBDQJ61W,11,yes,yes,Google Ads | DoubleClick | Google Analytics,"taxonomia base: Google Ads, DoubleClick, Google Analytics",yes,Osano,EE.UU.,EE.UU.,,,Osano,no,verificacion en vivo,no,Múltiples avisos GDPR por tipo de interesado; DPO (gdpr-info@nyu.edu); accesibilidad digital; página principal bloqueó el fetch (WAF).
98,Mundo,SJTU,Shanghai Jiao Tong University,https://www.sjtu.edu.cn,2026-08-14T06:54:44.669Z,3,_pk_testcookie.299.e5ac | _pk_id.299.e5ac | _pk_ses.299.e5ac,3,yes,yes,Matomo,taxonomia base: Matomo,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,"El sitio institucional no publica política; solo subunidades. Sin marco, derechos, DPO ni accesibilidad."
99,Mundo,KCL,King's College London,https://www.kcl.ac.uk,2026-08-14T06:54:53.868Z,2,OptanonConsent | gtm_isp_lookup,2,no,no,,sin coincidencia con ninguna taxonomia,yes,OneTrust,Reino Unido,Reino Unido,,,OneTrust,yes,verificacion en vivo,yes,Derechos enumerados; DPO nominado (info-compliance@kcl.ac.uk); accesibilidad WCAG 2.2 AA; cookies dedicadas.
100,Mundo,UCSD,"University of California, San Diego",https://www.ucsd.edu,2026-08-14T06:55:04.666Z,26,__cf_bm | _ttp | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | _ga_ZBPHLZYTS4 | _ga | li_sugr | bcookie | lidc | __cf_bm | AWSALB | AWSALBCORS | UserMatchHistory | AnalyticsSyncHistory | _gcl_au | _tt_enable_cookie | _ttp | bscookie | test_cookie | _hjSessionUser_3662797 | _hjSession_3662797 | ttcsid | ttcsid_D3NTPGRC77UELR3N1AFG,26,yes,yes,TikTok | YouTube | Google Analytics | Google Ads | DoubleClick | Hotjar,"taxonomia base: TikTok, YouTube, Google Analytics, Google Ads, DoubleClick, Hotjar",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Oficina de privacidad del campus + UC Privacy Statement; derechos EEE/RU; ucsdprivacy@ucsd.edu; accesibilidad.
101,Mundo,LMU,LMU Munich,https://www.lmu.de,2026-08-14T06:55:15.131Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Alemania,Europa cont.,,,Ninguna,no,verificacion en vivo,no,"Marco muy explícito (Art. 15-21, 77 GDPR); DPO; cookies (Matomo) tabuladas; declaración de accesibilidad."
102,Mundo,Duke,Duke University,https://www.duke.edu,2026-08-14T06:55:24.529Z,17,sp_t | sp_landing | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-YNID | __Secure-ROLLOUT_TOKEN | CLID | __utma | __utmc | __utmz | __utmt_UA-3896341-5 | __utmb | _ga | _ga_EFHNRXCSHV | _clck | _clsk,17,yes,yes,YouTube | Google Analytics | Microsoft Clarity,"taxonomia base: YouTube, Google Analytics, Microsoft Clarity",yes,,EE.UU.,EE.UU.,,,Ninguna,yes,verificacion en vivo,no,Derechos EEE/RU; privacy@duke.edu; cookies/web beacons; accesibilidad web WCAG/ADA.
103,Mundo,Manchester,University of Manchester,https://www.manchester.ac.uk,2026-08-14T06:55:35.869Z,20,OptanonConsent | _gcl_au | _ttp | sa-user-id | sa-user-id | sa-user-id-v2 | sa-user-id-v2 | test_cookie | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | _twpid,20,yes,yes,Google Ads | TikTok | DoubleClick | YouTube,"taxonomia base: Google Ads, TikTok, DoubleClick, YouTube",no_detectable,OneTrust,Reino Unido,Reino Unido,,,OneTrust,no,verificacion en vivo,no,Hub de avisos; cita GDPR y DPA 2018; IG Office (DPO); derechos no enumerados en el hub; accesibilidad institucional.
104,Mundo,UBC,University of British Columbia,https://www.ubc.ca,2026-08-14T06:55:42.782Z,12,X-AB | _gcl_au | _scid | _scid_r | _ga_Q74JQJCYJK | _ga | IDE | TapAd_TS | TapAd_DID | TapAd_3WAY_SYNCS | sc_at | _sctr,12,yes,yes,Google Ads | Google Analytics | DoubleClick,"taxonomia base: Google Ads, Google Analytics, DoubleClick",no_detectable,,Canadá,Canadá,,,Ninguna,no,verificacion en vivo,no,Marco provincial FIPPA (no PIPEDA); procedimientos vía University Counsel; privacy.matters@ubc.ca; accesibilidad WCAG.
105,Mundo,Sydney,The University of Sydney,https://www.sydney.edu.au,2026-08-14T06:55:52.867Z,67,X-AB | demdex | AMCVS_35B46472540D9EE20A4C98A6%40AdobeOrg | gpv_Page | everest_g_v2 | s_ecid | dpm | _gcl_au | _ga_KXYY9PEVLH | _ga | AMCV_35B46472540D9EE20A4C98A6%40AdobeOrg | audit_p | khaos | khaos_p | audit | receive-cookie-deprecation | CMID | CMPS | CMPRO | at_check | XANDR_PANID | uuid2 | anj | _ttp | _rdt_uuid | dextp | IDE | i | KRTBCOOKIE_218 | PugT | mbox | _scid | _scid_r | _tt_enable_cookie | _ttp | s_ips | s_ppv | ttcsid | ttcsid_CQHKB7RC77U6M4ETUDB0 | _fbp | _hjSessionUser_550296 | _hjSession_550296 | li_sugr | s_cc | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | TapAd_TS | TapAd_DID | TapAd_3WAY_SYNCS | HMACCOUNT_BFESS | Hm_lvt_1426d6da699eb30a7515d65930a0dbff | Hm_lpvt_1426d6da699eb30a7515d65930a0dbff | HMACCOUNT | sc_at | _sctr | s_tp | AWSALB | AWSALBCORS | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA,67,yes,yes,Adobe | Google Ads | Google Analytics | TikTok | DoubleClick | Adobe Target | Meta | Hotjar | Baidu | YouTube,"taxonomia base: Adobe, Google Ads, Google Analytics, TikTok, DoubleClick, Adobe Target, Meta, Hotjar, Baidu, YouTube",no_detectable,,Australia,Australia,,,Ninguna,no,verificacion en vivo,no,"Aviso con cookies y derechos (restricción, oposición, supresión, portabilidad); marco NSW+federal; accesibilidad."
106,Mundo,Paris-Saclay,Université Paris-Saclay,https://www.universite-paris-saclay.fr/en,2026-08-14T06:56:03.587Z,2,contrast | saclay-tac,2,no,no,,sin coincidencia con ninguna taxonomia,yes,Tarteaucitron,Francia,Europa cont.,,,TrustArc | Tarteaucitron,yes,verificacion en vivo,yes,Cita RGPD y ley francesa; 6 derechos; ejercicio vía formulario; política de cookies; accesibilidad RGAA nivel A.
107,Mundo,Kyoto,Kyoto University,https://www.kyoto-u.ac.jp/en,2026-08-14T06:56:12.853Z,2,_ga_P51JW1MC7Y | _ga,2,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Japón,Asia (otros),,,TrustArc,no,verificacion en vivo,no,Derechos (disclosure/correction/suspension/deletion); Legal Affairs Division; cookies solo GA; sin accesibilidad.
108,Mundo,Illinois,University of Illinois Urbana-Champaign,https://illinois.edu,2026-08-14T06:56:22.633Z,4,searchstax_session_id | _ga_TWFEJJKL35 | _ga | ms_visitorid,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,OneTrust,EE.UU.,EE.UU.,,,OneTrust,no,verificacion en vivo,no,Aviso multi-jurisdicción; Privacy Office; remite a Cookie Policy; accesibilidad sin nivel WCAG explícito.
109,Mundo,UT Austin,The University of Texas at Austin,https://www.utexas.edu,2026-08-14T06:56:29.761Z,17,_gid | _gat_UA-11887171-8 | _gat_UA-11887171-2 | _ga_PTWC4TZX3W | _ga | _ga_EVFNF1Z4Q4 | CLID | li_sugr | lidc | __cf_bm | _ga_X3HZEK54PC | _ga_4W6P6NJBBS | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | _clck,17,yes,yes,Google Analytics | Microsoft Clarity,"taxonomia base: Google Analytics, Microsoft Clarity",no_detectable,,EE.UU.,EE.UU.,,,TrustArc | CookieYes,no,verificacion en vivo,no,DPO nominado (chris.hutto@austin.utexas.edu); derechos; cookies dentro del aviso; accesibilidad WCAG 2.1/ADA.
110,Mundo,UW,University of Washington,https://www.washington.edu,2026-08-14T06:56:37.134Z,43,_affinity | CLID | _gcl_au | _ga | _ga_3T65WK0BM8 | ab | u | rlas3 | _ga_JLHM9WH4JV | _clck | IDE | nmstat | test_cookie | li_sugr | _fbp | lidc | __cf_bm | _ce.s | _clsk | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | _mkto_trk | TDID | TDCPM | ssi | _ssuma | demdex | _cc_dc | _cc_id | _cc_cc | _cc_aud | TapAd_TS | TapAd_DID | mautic_device_id | mtc_id | mtc_sid | mtc_id | mtc_sid | mautic_device_id | TapAd_3WAY_SYNCS | dpm,43,yes,yes,Google Ads | Google Analytics | Microsoft Clarity | DoubleClick | Siteimprove | Meta,"taxonomia base: Google Ads, Google Analytics, Microsoft Clarity, DoubleClick, Siteimprove, Meta",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,"Derechos (acceso, supresión, portabilidad, objeción); University Privacy Officer (uwprivacy@uw.edu); accesibilidad."
111,Mundo,NTU,Nanyang Technological University,https://www.ntu.edu.sg,2026-08-14T06:56:46.838Z,12,_gcl_au | _ttp | __stid | __stidv | uid | _ga | _ga_8LPDJ1LB78 | IDE | _ga_DWDBVB5J8J | _ga_PWNJKZG9MN | _ga_DX9Q4KPWT3 | _ga_NP4QFYPSX6,12,yes,yes,Google Ads | TikTok | Google Analytics | DoubleClick,"taxonomia base: Google Ads, TikTok, Google Analytics, DoubleClick",yes,,Singapur,Asia (otros),,,TrustArc,no,verificacion en vivo,no,"PDPA 2012; derechos (acceso, corrección, retiro 14 días) +GDPR; DPO (dpo@ntu.edu.sg); sin accesibilidad."
112,Mundo,McGill,McGill University,https://www.mcgill.ca,2026-08-14T06:56:52.502Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Canadá,Canadá,,,TrustArc,yes,verificacion en vivo,yes,Marco de Quebec; derechos; Access and Privacy Office; Cookies Notice dedicada; accesibilidad (norma SGQRI 008).
113,Mundo,CUHK,The Chinese University of Hong Kong,https://www.cuhk.edu.hk/english/index.html,2026-08-14T06:57:04.737Z,19,__utma | __utmc | __utmz | __utmt | __utmb | CLID | _ga | _ga_3VWFFZCDJ6 | _fbp | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | _clck | _clsk | show1stPhoto_en,19,yes,yes,Google Analytics | Meta | Microsoft Clarity,"taxonomia base: Google Analytics, Meta, Microsoft Clarity",no_detectable,,Hong Kong,Hong Kong,,,Ninguna,no,verificacion en vivo,no,"PDPO y sus 6 principios; acceso/corrección (formulario, tarifa); sin DPO único (contactos por categoría); accesibilidad web."
114,Mundo,CMU,Carnegie Mellon University,https://www.cmu.edu,2026-08-14T06:57:14.042Z,13,AWSALB | AWSALBCORS | CLID | _clck | OptanonConsent | _ga | _gcl_au | test_cookie | ipCheckCompleted | _clsk | _ga_1XQYSMEBVE | SM | MUID,13,yes,yes,Microsoft Clarity | Google Analytics | Google Ads | DoubleClick | Microsoft,"taxonomia base: Microsoft Clarity, Google Analytics, Google Ads, DoubleClick, Microsoft",yes,OneTrust,EE.UU.,EE.UU.,,,TrustArc,no,verificacion en vivo,no,Derechos estilo CCPA/CPRA; DPO (privacy@andrew.cmu.edu); cookies por categorías; 'Cookie settings' en el pie; accesibilidad.
115,Mundo,Wisconsin,University of Wisconsin-Madison,https://www.wisc.edu,2026-08-14T06:57:21.610Z,6,_ga_D04HXCEERG | _ga | _ga | _ga_PLJ9E3ZY82 | ELOQUA | ELQSTATUS,6,yes,yes,Google Analytics,taxonomia base: Google Analytics,yes,,EE.UU.,EE.UU.,,,Ninguna,yes,verificacion en vivo,yes,Aviso principal sin derechos (remitidos al aviso GDPR suplementario); página de cookies dedicada; uwprivacy@wisc.edu; accesibilidad.
116,Mundo,USTC,University of Science and Technology of China,https://en.ustc.edu.cn,2026-08-14T06:57:29.155Z,5,JSESSIONID | HMACCOUNT_BFESS | Hm_lvt_1c599d6edf63923fd73ae82fd7293a24 | Hm_lpvt_1c599d6edf63923fd73ae82fd7293a24 | HMACCOUNT,5,yes,yes,Baidu,taxonomia base: Baidu,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,"El sitio en inglés no publica política; la única (de la app, en chino) cita PIPL, enumera derechos y da contacto (nic@ustc.edu.cn)."
117,Mundo,WUSTL,Washington University in St. Louis,https://washu.edu,2026-08-14T06:57:38.923Z,14,__cf_bm | _ga_T94ZQ4ENLH | _ga | utag_main__sn | utag_main__se | utag_main__ss | utag_main__st | utag_main_ses_id | utag_main__pn | utag_main_v_id | utag_main_dc_visit | utag_main_dc_event | TAPID | utag_main_dc_region,14,yes,yes,Google Analytics | Tealium,"taxonomia base: Google Analytics, Tealium",no_detectable,,EE.UU.,EE.UU.,,,TrustArc,no,verificacion en vivo,no,Política 'internet privacy' genérica (2018/2019); cubre cookies pero sin marco ni derechos; Privacy Officer (amelungc@wustl.edu).
118,Mundo,Monash,Monash University,https://www.monash.edu,2026-08-14T06:57:46.621Z,12,dxp-sessionid | __cf_bm | __cf_bm | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | AWSALB | AWSALBCORS | TAPID | utag_main,12,yes,yes,YouTube | Tealium,"taxonomia base: YouTube, Tealium",yes,,Australia,Australia,,,Ninguna,no,verificacion en vivo,no,Hub de privacidad; marco de Victoria; 'Data Consent Settings' (GTM); sin derechos enumerados ni DPO directo; accesibilidad.
119,Mundo,SNU,Seoul National University,https://en.snu.ac.kr,2026-08-14T06:57:59.485Z,3,THESESSID | _ga_PVQ4G3Z4TR | _ga,3,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Corea del Sur,Asia (otros),,,Ninguna,no,verificacion en vivo,no,Política por artículos; PIPA; derechos (Art. 5); DPO (privacy@snu.ac.kr); cookie x_cookie; sin declaración de accesibilidad web.
120,Mundo,Heidelberg,Heidelberg University,https://www.uni-heidelberg.de/en,2026-08-14T06:58:10.314Z,2,d60c1da73e120cb71d18e08fbc35afe3 | da776df753268d07de909818ad8a1544,2,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Alemania,Europa cont.,,,Ninguna,no,verificacion en vivo,no,Derechos completos (Sec. VIII); DPO externo (datenschutz süd); cookies en Sec. V; declaración de accesibilidad.
121,Mundo,HKUST,Hong Kong University of Science and Technology,https://hkust.edu.hk/,2026-08-14T06:58:23.160Z,4,_gid | _gat_UA-126519042-1 | _ga_472DPMG63L | _ga,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Hong Kong,Hong Kong,,,TrustArc,no,verificacion en vivo,no,PDPO; acceso/corrección (~40 días); Data Privacy Officer (ispdpo@ust.hk); accesibilidad reconocida.
122,Mundo,Karolinska,Karolinska Institutet,https://ki.se/en,2026-08-14T06:58:34.425Z,2,TS01b184ef | TS0140e68c,2,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Suecia,Europa cont.,,,TrustArc,yes,verificacion en vivo,yes,Refiere leyes suecas sin nombrar el GDPR; derechos; DPO (dataskyddsombud@ki.se); control y página de cookies; accesibilidad.
123,Mundo,TU Delft,Delft University of Technology,https://www.tudelft.nl/en/,2026-08-14T06:58:46.306Z,1,aff_de7c812cb,1,no,no,,sin coincidencia con ninguna taxonomia,yes,Cookiebot,Países Bajos,Europa cont.,,,Cookiebot | Usercentrics,yes,verificacion en vivo,yes,Cita el GDPR; 6 derechos; DPO (fg@tudelft.nl); política de cookies dedicada; herramienta de accesibilidad (BrowseAloud).
124,Mundo,ANU,Australian National University,https://www.anu.edu.au/,2026-08-14T06:58:56.145Z,10,COOKIE-TERRA-WEB | _twpid | muc_ads | __cf_bm | personalization_id | __cf_bm | _fbp | _ga_E1GV4NJHV2 | _ga | OptanonConsent,10,yes,yes,X/Twitter | Meta | Google Analytics,"taxonomia base: X/Twitter, Meta, Google Analytics",yes,OneTrust,Australia,Australia,,,OneTrust,no,verificacion en vivo,no,Marco federal (Privacy Act + APPs); describe obligaciones sin enumerar derechos; Privacy Officer (privacy@anu.edu.au); accesibilidad WCAG.
125,Mundo,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,2026-08-14T06:59:05.365Z,6,TFC_ffbae7d2 | 7c8af743263edff54f7c25437f0abf9c4d5d416b8af5a8ab8dd648709c75c760 | TFC_fbfdc4f4 | TFC_7ab33d2b | 7c8af743263edff54f7c25437f0abf9c4d5d416b8af5a8ab8dd648709c75c760 | OptanonConsent,6,no,no,,sin coincidencia con ninguna taxonomia,yes,OneTrust,Bélgica,Europa cont.,,,OneTrust | TrustArc,yes,verificacion en vivo,yes,Cita el GDPR; formulario para ejercer derechos; DPO institucional; política de cookies; declaración de accesibilidad.
126,Mundo,Queensland,The University of Queensland,https://www.uq.edu.au/,2026-08-14T06:59:16.188Z,28,_gcl_au | CLID | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | IDE | uqlb | _ga_QG0JXDMRML | _ga | _hjSessionUser_2849117 | _hjSession_2849117 | MUID | MR | _fbp | _clck | _uetsid | _uetvid | _clsk | MR | SRM_B | SM | MUID | MR | ANONCHK,28,yes,yes,Google Ads | DoubleClick | Google Analytics | Hotjar | Microsoft | Meta | Microsoft Clarity | Bing UET,"taxonomia base: Google Ads, DoubleClick, Google Analytics, Hotjar, Microsoft, Meta, Microsoft Clarity, Bing UET",no_detectable,,Australia,Australia,,,TrustArc,no,verificacion en vivo,no,Marco de Qld + federal + GDPR; acceso/corrección; Privacy Office (privacy@uq.edu.au); cookies en página legal; accesibilidad WCAG 2.2 AA.
