id,grupo,sigla,universidad,sitio,codigo,irregularidad,valor_actual,accion_requerida
73,mundo,U Chicago,University of Chicago,https://www.uchicago.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
73,mundo,U Chicago,University of Chicago,https://www.uchicago.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
74,mundo,ETH Zurich,ETH Zurich,https://ethz.ch,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
74,mundo,ETH Zurich,ETH Zurich,https://ethz.ch,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
75,mundo,Yale,Yale University,https://www.yale.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
75,mundo,Yale,Yale University,https://www.yale.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
76,mundo,UPenn,University of Pennsylvania,https://www.upenn.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
76,mundo,UPenn,University of Pennsylvania,https://www.upenn.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
77,mundo,UCL,University College London,https://www.ucl.ac.uk,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
77,mundo,UCL,University College London,https://www.ucl.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
77,mundo,UCL,University College London,https://www.ucl.ac.uk,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
78,mundo,Cornell,Cornell University,https://www.cornell.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
79,mundo,Tsinghua,Tsinghua University,https://www.tsinghua.edu.cn/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
80,mundo,Peking,Peking University,https://english.pku.edu.cn,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
81,mundo,Johns Hopkins,Johns Hopkins University,https://www.jhu.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
82,mundo,Columbia,Columbia University,https://www.columbia.edu,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
82,mundo,Columbia,Columbia University,https://www.columbia.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
82,mundo,Columbia,Columbia University,https://www.columbia.edu,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
83,mundo,Toronto,University of Toronto,https://www.utoronto.ca,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
83,mundo,Toronto,University of Toronto,https://www.utoronto.ca,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
83,mundo,Toronto,University of Toronto,https://www.utoronto.ca,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
84,mundo,UCLA,"University of California, Los Angeles",https://www.ucla.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
85,mundo,NUS,National University of Singapore,https://nus.edu.sg,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
85,mundo,NUS,National University of Singapore,https://nus.edu.sg,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
85,mundo,NUS,National University of Singapore,https://nus.edu.sg,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
86,mundo,U Tokyo,The University of Tokyo,https://www.u-tokyo.ac.jp/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
87,mundo,TUM,Technical University of Munich,https://www.tum.de/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
87,mundo,TUM,Technical University of Munich,https://www.tum.de/en/,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
88,mundo,Melbourne,The University of Melbourne,https://www.unimelb.edu.au,I3,Lista de nombres de cookies truncada,"declaradas 22, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
88,mundo,Melbourne,The University of Melbourne,https://www.unimelb.edu.au,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
88,mundo,Melbourne,The University of Melbourne,https://www.unimelb.edu.au,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
89,mundo,Edinburgh,University of Edinburgh,https://www.ed.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
90,mundo,EPFL,EPFL,https://www.epfl.ch/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
91,mundo,Michigan,University of Michigan-Ann Arbor,https://umich.edu,I5,Banner en el estudio pero ausente en vivo,"estudio=Si, en vivo=No, CMP=Ninguna",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
91,mundo,Michigan,University of Michigan-Ann Arbor,https://umich.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
92,mundo,Northwestern,Northwestern University,https://www.northwestern.edu,I5,Banner en el estudio pero ausente en vivo,"estudio=Si, en vivo=No, CMP=TrustArc, CookieYes",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
92,mundo,Northwestern,Northwestern University,https://www.northwestern.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
92,mundo,Northwestern,Northwestern University,https://www.northwestern.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
92,mundo,Northwestern,Northwestern University,https://www.northwestern.edu,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
93,mundo,Fudan,Fudan University,https://www.fudan.edu.cn/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
94,mundo,PSL,PSL University,https://www.psl.eu/en,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
94,mundo,PSL,PSL University,https://www.psl.eu/en,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
95,mundo,HKU,University of Hong Kong,https://www.hku.hk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
96,mundo,Zhejiang,Zhejiang University,https://www.zju.edu.cn/english/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
97,mundo,NYU,New York University,https://www.nyu.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
97,mundo,NYU,New York University,https://www.nyu.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=Osano, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
98,mundo,SJTU,Shanghai Jiao Tong University,https://www.sjtu.edu.cn,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
99,mundo,KCL,King's College London,https://www.kcl.ac.uk,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=OneTrust","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
99,mundo,KCL,King's College London,https://www.kcl.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
99,mundo,KCL,King's College London,https://www.kcl.ac.uk,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
100,mundo,UCSD,"University of California, San Diego",https://www.ucsd.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
101,mundo,LMU,LMU Munich,https://www.lmu.de,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
102,mundo,Duke,Duke University,https://www.duke.edu,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=Ninguna","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
102,mundo,Duke,Duke University,https://www.duke.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
102,mundo,Duke,Duke University,https://www.duke.edu,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
103,mundo,Manchester,University of Manchester,https://www.manchester.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
103,mundo,Manchester,University of Manchester,https://www.manchester.ac.uk,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=OneTrust, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
104,mundo,UBC,University of British Columbia,https://www.ubc.ca,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
105,mundo,Sydney,The University of Sydney,https://www.sydney.edu.au,I3,Lista de nombres de cookies truncada,"declaradas 25, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
105,mundo,Sydney,The University of Sydney,https://www.sydney.edu.au,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
106,mundo,Paris-Saclay,Université Paris-Saclay,https://www.universite-paris-saclay.fr/en,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc, Tarteaucitron","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
106,mundo,Paris-Saclay,Université Paris-Saclay,https://www.universite-paris-saclay.fr/en,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
106,mundo,Paris-Saclay,Université Paris-Saclay,https://www.universite-paris-saclay.fr/en,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
106,mundo,Paris-Saclay,Université Paris-Saclay,https://www.universite-paris-saclay.fr/en,I9,Campo multivalor separado por coma,"TrustArc, Tarteaucitron","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
107,mundo,Kyoto,Kyoto University,https://www.kyoto-u.ac.jp/en,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
107,mundo,Kyoto,Kyoto University,https://www.kyoto-u.ac.jp/en,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
108,mundo,Illinois,University of Illinois Urbana-Champaign,https://illinois.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
108,mundo,Illinois,University of Illinois Urbana-Champaign,https://illinois.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=OneTrust, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
109,mundo,UT Austin,The University of Texas at Austin,https://www.utexas.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
109,mundo,UT Austin,The University of Texas at Austin,https://www.utexas.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
109,mundo,UT Austin,The University of Texas at Austin,https://www.utexas.edu,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
110,mundo,UW,University of Washington,https://www.washington.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
111,mundo,NTU,Nanyang Technological University,https://www.ntu.edu.sg,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
111,mundo,NTU,Nanyang Technological University,https://www.ntu.edu.sg,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
112,mundo,McGill,McGill University,https://www.mcgill.ca,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
112,mundo,McGill,McGill University,https://www.mcgill.ca,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
112,mundo,McGill,McGill University,https://www.mcgill.ca,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
113,mundo,CUHK,The Chinese University of Hong Kong,https://www.cuhk.edu.hk/english/index.html,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
114,mundo,CMU,Carnegie Mellon University,https://www.cmu.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
114,mundo,CMU,Carnegie Mellon University,https://www.cmu.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
115,mundo,Wisconsin,University of Wisconsin-Madison,https://www.wisc.edu,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=Ninguna","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
115,mundo,Wisconsin,University of Wisconsin-Madison,https://www.wisc.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
115,mundo,Wisconsin,University of Wisconsin-Madison,https://www.wisc.edu,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
116,mundo,USTC,University of Science and Technology of China,https://en.ustc.edu.cn,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
117,mundo,WUSTL,Washington University in St. Louis,https://washu.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
117,mundo,WUSTL,Washington University in St. Louis,https://washu.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
118,mundo,Monash,Monash University,https://www.monash.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
119,mundo,SNU,Seoul National University,https://en.snu.ac.kr,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
120,mundo,Heidelberg,Heidelberg University,https://www.uni-heidelberg.de/en,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
121,mundo,HKUST,Hong Kong University of Science and Technology,https://hkust.edu.hk/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
121,mundo,HKUST,Hong Kong University of Science and Technology,https://hkust.edu.hk/,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
122,mundo,Karolinska,Karolinska Institutet,https://ki.se/en,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
122,mundo,Karolinska,Karolinska Institutet,https://ki.se/en,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
122,mundo,Karolinska,Karolinska Institutet,https://ki.se/en,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
123,mundo,TU Delft,Delft University of Technology,https://www.tudelft.nl/en/,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=Cookiebot, Usercentrics","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
123,mundo,TU Delft,Delft University of Technology,https://www.tudelft.nl/en/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
123,mundo,TU Delft,Delft University of Technology,https://www.tudelft.nl/en/,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
123,mundo,TU Delft,Delft University of Technology,https://www.tudelft.nl/en/,I9,Campo multivalor separado por coma,"Cookiebot, Usercentrics","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
124,mundo,ANU,Australian National University,https://www.anu.edu.au/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
124,mundo,ANU,Australian National University,https://www.anu.edu.au/,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=OneTrust, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
125,mundo,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=OneTrust, TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
125,mundo,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
125,mundo,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
125,mundo,KU Leuven,KU Leuven,https://www.kuleuven.be/english/,I9,Campo multivalor separado por coma,"OneTrust, TrustArc","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
126,mundo,Queensland,The University of Queensland,https://www.uq.edu.au/,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
126,mundo,Queensland,The University of Queensland,https://www.uq.edu.au/,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
